Date,Close,High,Low,Open,Volume
2022-12-28,112.70999908447266,116.2699966430664,108.23999786376953,110.3499984741211,221070500
2022-12-29,121.81999969482422,123.56999969482422,117.5,120.38999938964844,221923300
2022-12-30,123.18000030517578,124.4800033569336,119.75,119.94999694824219,157777300
2023-01-03,108.0999984741211,118.80000305175781,104.63999938964844,118.47000122070312,231402800
2023-01-04,113.63999938964844,114.58999633789062,107.5199966430664,109.11000061035156,180389000
2023-01-05,110.33999633789062,111.75,107.16000366210938,110.51000213623047,157986300
2023-01-06,113.05999755859375,114.38999938964844,101.80999755859375,103.0,220911100
2023-01-09,119.7699966430664,123.5199966430664,117.11000061035156,118.95999908447266,190284000
2023-01-10,118.8499984741211,122.76000213623047,114.91999816894531,121.06999969482422,167642500
2023-01-11,123.22000122070312,125.94999694824219,120.51000213623047,122.08999633789062,183810800
2023-01-12,123.55999755859375,124.12999725341797,117.0,122.55999755859375,169400900
2023-01-13,122.4000015258789,122.62999725341797,115.5999984741211,116.55000305175781,180714100
2023-01-17,131.49000549316406,131.6999969482422,125.0199966430664,125.69999694824219,186477000
2023-01-18,128.77999877929688,136.67999267578125,127.01000213623047,136.55999755859375,195680300
2023-01-19,127.16999816894531,129.99000549316406,124.30999755859375,127.26000213623047,170291900
2023-01-20,133.4199981689453,133.50999450683594,127.3499984741211,128.67999267578125,138858100
2023-01-23,143.75,145.3800048828125,134.27000427246094,135.8699951171875,203119200
2023-01-24,143.88999938964844,146.5,141.10000610351562,143.0,158699100
2023-01-25,144.42999267578125,146.41000366210938,138.07000732421875,141.91000366210938,192734300
2023-01-26,160.27000427246094,161.4199981689453,154.75999450683594,159.97000122070312,234815100
