Date,Close,High,Low,Open,Volume
2023-02-27,207.6300048828125,209.4199981689453,201.25999450683594,202.02999877929688,161028300
2023-02-28,205.7100067138672,211.22999572753906,203.75,210.58999633789062,153144900
2023-03-01,202.77000427246094,207.1999969482422,198.52000427246094,206.2100067138672,156852800
2023-03-02,190.89999389648438,193.75,186.00999450683594,186.74000549316406,181500700
2023-03-03,197.7899932861328,200.47999572753906,192.8800048828125,194.8000030517578,154193300
2023-03-06,193.80999755859375,198.60000610351562,192.3000030517578,198.5399932861328,128100100
2023-03-07,187.7100067138672,194.1999969482422,186.10000610351562,191.3800048828125,148125800
2023-03-08,182.0,186.5,180.0,185.0399932861328,151897800
2023-03-09,172.9199981689453,185.17999267578125,172.50999450683594,180.25,170023800
2023-03-10,173.44000244140625,178.2899932861328,168.44000244140625,175.1300048828125,191488900
2023-03-13,174.47999572753906,177.35000610351562,163.91000366210938,167.4600067138672,167790300
2023-03-14,183.25999450683594,183.8000030517578,177.13999938964844,177.30999755859375,143717900
2023-03-15,180.4499969482422,182.33999633789062,176.02999877929688,180.8000030517578,145995600
2023-03-16,184.1300048828125,185.80999755859375,178.83999633789062,180.3699951171875,121136800
2023-03-17,180.1300048828125,186.22000122070312,177.3300018310547,184.52000427246094,133197100
2023-03-20,183.25,186.44000244140625,176.35000610351562,178.0800018310547,129684400
2023-03-21,197.5800018310547,198.0,188.0399932861328,188.27999877929688,153391400
2023-03-22,191.14999389648438,200.66000366210938,190.9499969482422,199.3000030517578,150376400
2023-03-23,192.22000122070312,199.30999755859375,188.64999389648438,195.25999450683594,144193900
2023-03-24,190.41000366210938,192.36000061035156,187.14999389648438,191.64999389648438,116312400
